,Venue,Venue Latitude,Venue Longitude,Venue Category
414,We Deliver Videos,40.77871742792299,-73.9480586398385,Video Store
415,Pio Pio,40.779887080282116,-73.94720193653723,Peruvian Restaurant
416,Pho Shop,40.77866925705594,-73.94811064915139,Vietnamese Restaurant
417,Au Jus,40.7803867264066,-73.94686316062513,Sandwich Place
418,Mellow Yellow - coffee & vibes,40.77920486239496,-73.94770099915985,Coffee Shop
419,Eastside Cellars,40.779651252124225,-73.94742455350139,Wine Shop
420,Sabor a Mexico,40.77969059162157,-73.94735381055648,Mexican Restaurant
421,Yummy Sushi,40.780214114821035,-73.94701196956478,Sushi Restaurant
422,Luigi's Pizzeria,40.778221772532305,-73.94842554164335,Pizza Place
423,Noodle Fun,40.779794780733674,-73.94745425283135,Chinese Restaurant
424,Pinocchio Ristorante,40.77985218985338,-73.94722321673736,Italian Restaurant
425,Yorkville Tennis Club,40.778263475536534,-73.94628938563997,Athletics & Sports
426,First on First Deli,40.78011535641353,-73.9468961275185,Deli / Bodega
427,International Wings Factory,40.78035918635292,-73.94689455172706,Wings Joint
428,Starbucks,40.779118,-73.94747,Coffee Shop
429,Row House East,40.77980935916791,-73.9464414507145,Gym / Fitness Center
430,Bloom Spa,40.77918737490041,-73.94770918526017,Cosmetics Shop
431,Thai Peppercorn,40.779893696620185,-73.94715535934127,Thai Restaurant
432,Akami Sushi,40.78041976388745,-73.94680727027216,Japanese Restaurant
433,Avis Car Rental,40.778704,-73.946064,Rental Car Location
434,The UPS Store,40.7792427,-73.9474218,Shipping Store
435,Duane Reade,40.77999982591319,-73.94738472998137,Pharmacy
436,Eli's Bread,40.779476,-73.946264,Bakery
448,Juice Press,40.78266525268555,-73.95030975341797,Juice Bar
454,AMC Loews 84th Street 6,40.78677027405666,-73.97760838294472,Movie Theater
455,Maison Pickle,40.786989737086394,-73.97778714345775,American Restaurant
456,Van Leeuwen Ice Cream,40.784914,-73.977378,Ice Cream Shop
457,Barnes & Noble,40.786116331483534,-73.97864520549774,Bookstore
458,Town Shop,40.78549,-73.97863,Lingerie Store
459,Bar Veloce,40.785517999999996,-73.976969,Wine Bar
460,Bromley Swimming Pool,40.786346435546875,-73.97737121582031,Pool
461,Bluemercury,40.78662991105944,-73.97789814057131,Cosmetics Shop
462,Claire's,40.78543844865337,-73.97881347168772,Accessories Store
463,Cafe Lalo,40.78593750237866,-73.97688329379154,Café
464,Children's Museum of Manhattan (CMOM),40.785910609601515,-73.977161498804,Museum
465,Westsider Rare & Used Books Inc.,40.78484367286875,-73.9792146705409,Used Bookstore
466,Edgar Allen Poe St.,40.78687299026872,-73.9785583023117,Trail
467,Deli Kasbah,40.786475789825786,-73.97918701171875,Kosher Restaurant
468,The Vitamin Shoppe,40.785503000000006,-73.979203,Supplement Shop
469,Chipotle Mexican Grill,40.7862055,-73.9778816,Mexican Restaurant
470,5 Napkin Burger,40.78707,-73.97791,Burger Joint
471,Harry's Shoes,40.7862904034483,-73.97824520675698,Shoe Store
472,Starbucks,40.78597499067629,-73.97865825293484,Coffee Shop
473,Starbucks,40.78501976,-73.97887837,Coffee Shop
474,Mattress Firm,40.785776,-73.979046,Mattress Store
475,PlantShed,40.78699161930172,-73.97156685590744,Flower Shop
476,Joe Coffee Company,40.78576794628144,-73.97297822944773,Coffee Shop
477,Motorino,40.78558623374228,-73.9728424861288,Pizza Place
478,Bodega 88,40.787497,-73.97134,Sports Bar
479,Osteria Cotta,40.78557829267471,-73.97283558506008,Italian Restaurant
480,PlantShed Cafe,40.78696817786629,-73.97180176300888,Café
481,Blossom on Columbus,40.78551142817761,-73.97282897616607,Vegetarian / Vegan Restaurant
482,Matto Espresso,40.786328000000005,-73.97254699999999,Coffee Shop
483,Upper West Side Yoga and Wellness,40.78568220087445,-73.97231017100543,Yoga Studio
484,Milk Bar UWS,40.787242124575755,-73.97137222453688,Dessert Shop
485,Good Enough to Eat,40.78591765629621,-73.9726321073054,Breakfast Spot
486,Bella Luna,40.78777144838228,-73.97146224975585,Italian Restaurant
487,Prohibition,40.78530141030111,-73.97297416179856,Bar
488,Fruit Stand,40.786706708196974,-73.97056293322844,Food Truck
489,The Milling Room,40.78353091218605,-73.97429517481174,American Restaurant
490,Flying Tiger Copenhagen,40.78293896755691,-73.97492514007091,Gift Shop
491,West Side Wine,40.7845634,-73.97336349999999,Wine Shop
492,Modern Bread & Bagel,40.784434000000005,-73.97404399999999,Israeli Restaurant
493,Patagonia,40.782965111755935,-73.9748070493591,Clothing Store
494,Polarn O. Pyret,40.783109,-73.975038,Kids Store
495,Pure Barre,40.782449685154994,-73.975171584002,Gym
496,Tarallucci e Vino Wine Bar,40.78446709046581,-73.97359687321863,Wine Bar
497,Lokal 83,40.78435289221301,-73.97361106714375,Mediterranean Restaurant
498,Matsu,40.78468914387552,-73.97349654411923,Sushi Restaurant
499,About Coffee,40.783348233986196,-73.9742785692215,Coffee Shop
500,Flame,40.78412042372414,-73.97453725869005,Asian Restaurant
501,Mint,40.78351925789736,-73.97427171141796,Women's Store
502,Cilantro,40.78475151422647,-73.97346394225396,Mexican Restaurant
503,Madewell,40.78006583438591,-73.95959816873074,Women's Store
504,lululemon athletica,40.7801376,-73.9595612,Clothing Store
505,Starbucks Reserve,40.77984961470853,-73.95958442027471,Coffee Shop
506,E by Equinox Madison Avenue,40.7801871,-73.9596809,Gym / Fitness Center
507,"Michael's, The Consignment Shop for Women",40.779640197753906,-73.9593276977539,Women's Store
508,NYU Institute for the Study of the Ancient World (ISAW),40.78003394930066,-73.96021749475405,College Academic Building
509,James Perse,40.779453000000004,-73.960041,Boutique
510,Giovanni Venti Cinque,40.77909385055686,-73.9606081025997,Italian Restaurant
512,Neue Galerie,40.78143554034358,-73.9603248758283,Art Museum
520,Levain Bakery,40.777354,-73.955284,Bakery
521,Juice Generation,40.77742324433802,-73.9552415907383,Juice Bar
522,By the Way Bakery,40.777947796529745,-73.9566690328144,Bakery
523,Variety Coffee Roasters,40.77889926886048,-73.9559004150256,Coffee Shop
524,New York Yoga - Hot Yoga,40.778909508752214,-73.95615953339332,Yoga Studio
525,Shake Shack,40.77909852079875,-73.9546857141302,Burger Joint
526,Rumble,40.77782557215498,-73.95477307283355,Gym / Fitness Center
527,Ulta Beauty,40.7787777,-73.9544491,Cosmetics Shop
528,Barnes & Noble,40.77931697280991,-73.95512555934548,Bookstore
529,sweetgreen,40.77801187563488,-73.954891682209,Salad Place
530,Petco,40.77983402276885,-73.95547019144915,Pet Store
531,Uni K Wax Studio,40.77732451267123,-73.95530490379775,Spa
532,GAP,40.778115190099,-73.95432451438508,Clothing Store
533,Famous Famiglia Pizza,40.778294,-73.9566,Pizza Place
534,Pressed Juicery,40.77807136426375,-73.9568889613596,Juice Bar
535,Lexington Candy Shop Luncheonette,40.777503,-73.957213,Diner
536,CorePower Yoga,40.7784805,-73.9561277,Yoga Studio
537,Thai @ Lex,40.77811,-73.95672,Thai Restaurant
538,Paris Baguette,40.77908,-73.956112,Bakery
539,Tevere,40.77800726943828,-73.95604200813644,Italian Restaurant
540,SEPHORA,40.779151,-73.955179,Cosmetics Shop
543,Birch Coffee,40.78027488527474,-73.95344462760507,Coffee Shop
544,Jack’s Stir Brew Coffee,40.78115195544896,-73.95438304103139,Coffee Shop
547,Pavlos Shoe Repair,40.781093,-73.954796,Shoe Store
548,Tacos y Quesadillas,40.78008806718875,-73.95520911344471,Food Truck
549,Chick-Fil-A,40.77925554344363,-73.95395230307577,Fast Food Restaurant
552,Bocado Café,40.7802927064342,-73.95512761421314,Café
553,FedEx Office Print & Ship Center,40.7812124,-73.9541123,Shipping Store
554,Pure Barre,40.781022807147,-73.95420957724832,Gym / Fitness Center
555,Starbucks,40.77954606415327,-73.95355245328552,Coffee Shop
556,Flowers By Philip,40.78088724219359,-73.95460206656907,Flower Shop
557,T-Mobile,40.7814109,-73.9543792,Mobile Phone Shop
559,SoulCycle East 83rd,40.77699051498346,-73.95532907885685,Cycle Studio
561,Y7 – Upper East Side,40.77649461350271,-73.95559351310052,Yoga Studio
563,David's Hair Stylist & Barbershop,40.776989461170814,-73.95360660657553,Salon / Barbershop
564,Bode NYC - Upper East Side,40.776989620169964,-73.95568443736269,Yoga Studio
565,Equinox East 85th Street,40.778000936515156,-73.95414335182961,Gym
567,Exceed Physical Culture,40.77719197102275,-73.95518048990078,Gym / Fitness Center
570,Juice Press,40.77714955178238,-73.95528852939606,Juice Bar
571,Heyday,40.776403,-73.955362,Spa
572,Sang Yuan Body Works,40.776505,-73.954049,Massage Studio
573,Brandy's Piano Bar,40.77694288534987,-73.95353593196685,Piano Bar
576,Urban Outfitters,40.77832352747964,-73.95404264330864,Clothing Store
577,Just Salad,40.777036557771275,-73.95528981694807,Salad Place
578,Chipotle Mexican Grill,40.777706235645894,-73.95446382820705,Mexican Restaurant
581,Vintage Grape,40.77729834470589,-73.95511392274207,Wine Shop
582,Athleta,40.778455,-73.953952,Women's Store
585,Jacques,40.77802784035509,-73.95419542834571,French Restaurant
586,Pure Yoga East,40.778723478644714,-73.95377186715457,Yoga Studio
587,Milano Market,40.780712,-73.952776,Gourmet Shop
592,Modern Martial Arts NYC Eastside,40.77848711722637,-73.95313552272941,Martial Arts School
595,Maison Kayser,40.77938181580607,-73.95355942978318,Bakery
596,Whole Foods Market,40.779668027961236,-73.9531079662105,Grocery Store
599,Papaya King,40.778918507433154,-73.95404719455027,Hot Dog Joint
600,ENT and Allergy Associates,40.778287,-73.953415,Doctor's Office
601,Wok 88,40.78026277911913,-73.95291982882567,Chinese Restaurant
602,Charming Nails,40.77924480828922,-73.95281338343709,Cosmetics Shop
603,Ooki Sushi,40.78038747016689,-73.95282501522071,Sushi Restaurant
604,Otto’s Tacos,40.78008009990453,-73.9531164547203,Taco Place
608,Felice 83,40.77486666568879,-73.950868085548,Italian Restaurant
609,Yorkshire Wines & Spirits,40.776319048488354,-73.94978617862375,Wine Shop
610,Nica Trattoria,40.775688458031425,-73.95057000240742,Italian Restaurant
611,AOC East,40.77483845717926,-73.95083738094806,Wine Bar
612,Poke Restaurant,40.77650835249341,-73.95054836908128,Sushi Restaurant
613,Peng's Noodle Folk,40.77725764842952,-73.94911007213871,Asian Restaurant
614,83 1/2,40.77520589574406,-73.95123198330161,Italian Restaurant
615,Le Grand Triage: Wine & Whiskey,40.777198346497926,-73.94916678009996,Wine Shop
616,Ryan's Daughter,40.77636184768802,-73.95041416919217,Pub
617,Tal Bagels,40.77743578787131,-73.95046600614467,Bagel Shop
618,Jing Beauty Spa,40.77501350584493,-73.9505885976854,Spa
619,Sumela Mediterranean Cafe & Grill,40.77511653246908,-73.95064219716679,Turkish Restaurant
620,Ginos Pizzeria,40.775231503163006,-73.9513015269503,Italian Restaurant
621,Orwasher's Bakery,40.78455538760141,-73.9773885919887,Bakery
622,Zabar's,40.784624903925405,-73.97945623311766,Food & Drink Shop
623,Caledonia Bar,40.78409048478559,-73.9777126525013,Bar
624,Luke's Lobster,40.784146813428826,-73.97765609049912,Seafood Restaurant
627,Peacefood Cafe,40.78516588233606,-73.97706383152412,Vegetarian / Vegan Restaurant
628,Land Thai Kitchen,40.784867513584636,-73.97712178279812,Thai Restaurant
629,Crave Fishbar,40.78421430172268,-73.97758646823992,Restaurant
630,Grill 212,40.78404223043858,-73.97885000305396,Middle Eastern Restaurant
632,Sarabeth's West,40.783991183741506,-73.97771267491618,Breakfast Spot
633,Momoya,40.78415118717988,-73.97754414002097,Sushi Restaurant
635,The Dead Poet,40.78486750677087,-73.97713849349478,Pub
636,St. James Gate Publick House,40.78449568971589,-73.97732893024435,Bar
637,DSW Designer Shoe Warehouse,40.7839309,-73.9794169,Shoe Store
638,Two Wheels,40.784134,-73.977736,Vietnamese Restaurant
640,Paint & Sip Studio New York,40.78437954249342,-73.97969499047191,Art Gallery
642,The Sill,40.7848695460625,-73.97715005361496,Garden Center
644,Oaxaca Taqueria,40.78413117204869,-73.97767026344984,Taco Place
645,Haru,40.78428100792841,-73.97752442741854,Japanese Restaurant
646,The Gin Mill,40.78460871565815,-73.97735348419154,Bar
649,Jake's Dilemma,40.78426799409865,-73.97756732086017,Dive Bar
651,New York Sports Clubs,40.7845602,-73.9798042,Gym / Fitness Center
653,Ottomanelli Brothers,40.7735553,-73.9492013,Deli / Bodega
654,Gymtime,40.77199212174999,-73.94956521462328,Gym
655,Starbucks,40.772356,-73.949984,Coffee Shop
656,Prince Tea House,40.772524,-73.949957,Tea Room
657,Yuko,40.772758047804004,-73.94952703727317,Sushi Restaurant
658,Luke's Lobster,40.774804917483856,-73.95442332975948,Seafood Restaurant
659,San Matteo Pizzeria e Cucina,40.77467365540778,-73.9542213231802,Italian Restaurant
660,Klein Kitchen & Bath,40.7729009,-73.9551225,Furniture / Home Store
661,H&H Midtown Bagels East,40.774446,-73.954479,Bagel Shop
662,Hutch and Waldo,40.77476755883795,-73.95438884357908,Coffee Shop
663,Sojourn,40.773367,-73.955511,Tapas Restaurant
664,16 Handles,40.775063968818486,-73.95410368526746,Ice Cream Shop
665,Mei-jin Ramen,40.77502,-73.953579,Ramen Restaurant
666,Sandros,40.774391808592505,-73.95370694213887,Italian Restaurant
667,Amura Japanese Cuisine,40.77492786445796,-73.95393883303005,Japanese Restaurant
668,Ateaz Organic Coffee & Tea,40.77512350306485,-73.95381298270253,Café
669,787 Coffee,40.774461,-73.955438,Coffee Shop
670,Agora Turkish Restaurant,40.77491934703726,-73.95413249731064,Turkish Restaurant
671,Insomnia Cookies,40.77518619361774,-73.95375954510271,Dessert Shop
672,Yuka Japanese Restaurant,40.774580512657266,-73.95420628952148,Sushi Restaurant
673,Pinkberry,40.775232,-73.95388,Frozen Yogurt Shop
674,Wine Emporium,40.77431612990159,-73.9543730777178,Liquor Store
675,Lester's,40.77382,-73.95448,Kids Store
676,BurgerFi,40.775018235924186,-73.95393186008684,Burger Joint
677,Designer Resale,40.77423790979071,-73.95311569976295,Clothing Store
678,Steps on Broadway,40.780579502968855,-73.98150441191717,Dance Studio
679,Sala Thai,40.78012405365611,-73.98047537063451,Thai Restaurant
680,Beacon Theatre,40.78055425266116,-73.98043206426468,Concert Hall
681,Pure Yoga West,40.7816589375539,-73.97954526697957,Yoga Studio
682,Equinox West 76th Street,40.78145984590626,-73.97964993963983,Gym
683,The Owl’s Tail,40.78081699571724,-73.98094454987799,Cocktail Bar
684,sweetgreen,40.7802977,-73.9801793,Salad Place
685,Physique 57,40.7800540872551,-73.98185373409584,Gym / Fitness Center
686,Beard Papa's,40.782307,-73.981039,Dessert Shop
687,Hummus Place,40.78014851788099,-73.98055648333695,Israeli Restaurant
688,JCC Manhattan,40.78108527114601,-73.97999819384735,Cultural Center
689,16 Handles,40.78069680425423,-73.9798521995545,Ice Cream Shop
690,RedFarm,40.78204527610433,-73.98087834722097,Chinese Restaurant
691,Tessa,40.7815789550183,-73.97947539326489,Mediterranean Restaurant
692,Flywheel Sports,40.7806869,-73.98103569999999,Cycle Studio
693,Brodo,40.781046,-73.981075,Soup Place
694,Margot Patisserie Cafe,40.78039,-73.982106,Bakery
695,Pour,40.780591,-73.9799654,Wine Shop
696,Citarella Gourmet Market - Upper West Side,40.78104099999999,-73.981753,Grocery Store
697,lululemon athletica,40.7813392,-73.9816152,Clothing Store
698,'Cesca,40.780532933172516,-73.98009419721154,Italian Restaurant
699,Maison Kayser,40.781982,-73.981292,Bakery
700,Fairway Market,40.78059818225064,-73.98127634657473,Supermarket
701,Pildes Optical,40.7820767726371,-73.98090075579282,Optical Shop
702,Hotel Beacon NYC,40.780777530134365,-73.98121761031182,Hotel
703,JCC Health Club,40.781079619931674,-73.98010811343265,Gym
704,West Side Comedy Club,40.7806590200724,-73.98022427394689,Comedy Club
705,Piccolo Café,40.780223,-73.980207,Italian Restaurant
706,Amsterdam Ale House,40.781255220529324,-73.97990181796905,Pub
707,Playa Betty's,40.780675185129844,-73.98018292996167,Taco Place
708,Juice Generation,40.77787567241651,-73.97931039333344,Juice Bar
709,Refine Method,40.77793374,-73.97925271,Gym / Fitness Center
710,Paper Source,40.77907066938421,-73.9775224131154,Paper / Office Supplies Store
711,Leyla,40.778759,-73.978389,Mediterranean Restaurant
712,Heyday,40.776618,-73.978728,Spa
713,Pho Shop,40.778102,-73.980056,Vietnamese Restaurant
714,Van Leeuwen Artisan Ice Cream,40.77712,-73.979088,Ice Cream Shop
715,Alice's Tea Cup,40.77805611793913,-73.97847566906736,Tea Room
716,Momentum Fitness,40.77712924060159,-73.97901535034178,Gym
717,JOE & THE JUICE,40.77703308583743,-73.97908359184662,Juice Bar
718,CoCo Fresh Tea & Juice,40.777792,-73.979696,Bubble Tea Shop
719,Angaar,40.778206,-73.977946,Indian Restaurant
720,Juice Press,40.776852650151106,-73.9791789851649,Juice Bar
721,Tap NYC,40.77772306668079,-73.9785666037438,Gluten-free Restaurant
722,Black Press Coffee,40.77792885633908,-73.97842070993833,Coffee Shop
723,Friedman’s,40.77791466605859,-73.98003967065456,American Restaurant
724,Lenwich by Lenny's,40.77892145171376,-73.97780528070915,Sandwich Place
725,Patsy's Pizzeria,40.77861432130722,-73.97749187354587,Pizza Place
726,Housing Works Thrift Shop,40.779125,-73.977759,Thrift / Vintage Store
727,Santa Fe,40.77670345904645,-73.97903918669132,Mexican Restaurant
728,Tenzan,40.778322835243316,-73.97811391365127,Japanese Restaurant
729,Orangetheory Fitness,40.777730446089386,-73.97958273175125,Gym / Fitness Center
730,Handcraft Coffee,40.77353518266607,-73.95967048748328,Coffee Shop
731,Dos Toros Taqueria,40.77395007083009,-73.95966838277417,Burrito Place
732,Orsay,40.77242347784402,-73.96069870245756,French Restaurant
733,Sushi Noz,40.773786,-73.958118,Sushi Restaurant
734,Harbs,40.773618299799296,-73.95796505700109,Dessert Shop
735,Pastrami Queen,40.77439261715825,-73.95935127449525,Sandwich Place
736,McCabes Wine & Spirits,40.772902454046175,-73.95833836637415,Wine Shop
737,Butterfield Market,40.774065863225466,-73.95959516915148,Grocery Store
738,Eats,40.77232374284225,-73.96081599097909,Burger Joint
739,Starbucks,40.77354345900875,-73.95983582452727,Coffee Shop
740,Uva,40.772118,-73.95564,Italian Restaurant
741,Boqueria,40.7715096,-73.956073,Spanish Restaurant
742,THEP Thai Restaurant,40.770743347003574,-73.95705953980662,Thai Restaurant
743,Caffe Buon Gusto - Manhattan,40.77249848070456,-73.9569944284568,Italian Restaurant
744,Equinox,40.77046,-73.957387,Gym
745,The P.E. Club,40.77101827851563,-73.95761331851189,Gym / Fitness Center
746,The Meatball Shop,40.77165010970168,-73.95626364966382,Italian Restaurant
747,B. Cafe - East,40.77095251409253,-73.9576186318982,Café
